"","COI.0421.2Brn.Up.1","COI.0421.2Brn.Up.3","COI.0421.3Chk.Dn.1","COI.0421.4Pad.Up11.3","COI.0421.5Sqm.Dn.2","COI.0421.5Sqm.Up.2","COI.0821.3Chk.Up.2","COI.0821.4Pad.Dn.1","COI.0821.4Pad.Up11.1","COI.0821.4Pad.Up5.2","COI.Kangaroo.Run.2"
"NA__NA__NA__NA__NA__NA__NA__Seq_12281",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12282",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12283",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12284",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12285",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12286",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12287",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12288",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12289",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12290",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12291",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12292",0,0,0,0,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12293",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12294",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12295",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12296",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12297",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12298",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12299",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12300",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12301",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12302",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12303",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12304",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12305",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12306",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12307",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12308",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12309",0,0,0,0,0,0,0,0,0,10,0
"Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Seq_12310",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12311",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12312",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12313",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12314",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12315",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12316",0,0,0,0,0,0,0,0,0,10,0
"NA__Bacillariophyta__Bacillariophyceae__NA__NA__NA__NA__Seq_12317",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12318",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12319",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12320",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12321",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12322",0,0,0,0,0,0,0,0,0,10,0
"Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Seq_12323",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12324",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12325",0,0,0,0,0,0,0,0,0,10,0
"Metazoa__Arthropoda__Hexanauplia__NA__NA__NA__NA__Seq_12326",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12327",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12328",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12329",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12330",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12331",0,0,0,0,0,0,0,0,0,10,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12332",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12333",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12334",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12335",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12336",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12337",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12338",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12339",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_12340",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12341",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12342",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12343",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12344",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12345",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12346",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12347",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12348",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12349",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12350",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12351",0,0,0,0,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12352",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12353",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12354",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12355",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12356",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12357",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12358",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12359",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12360",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12361",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12362",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12363",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12364",0,0,0,0,0,0,0,0,0,9,0
"Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Seq_12365",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12366",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12367",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12368",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12369",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12370",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12371",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12372",0,0,0,0,0,0,0,0,0,9,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12373",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12374",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12375",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12376",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12377",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12378",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12379",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12380",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12381",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12382",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12383",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12384",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12385",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12386",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12387",0,0,0,0,0,0,0,0,0,9,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_12388",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12389",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12390",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12391",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12392",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12393",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12394",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12395",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12396",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12397",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12398",0,0,0,0,0,0,0,0,0,9,0
"Fungi__NA__NA__NA__NA__NA__NA__Seq_12399",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12400",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12401",0,0,0,0,0,0,0,0,0,9,0
"Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA__Seq_12402",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12403",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12404",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12405",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12406",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12407",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12408",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12409",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12410",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12411",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12412",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12413",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12414",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12415",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12416",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12417",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12418",0,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12419",0,0,0,0,0,0,0,0,0,9,0
"Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Seq_12420",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12421",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12422",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12423",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12424",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12425",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12426",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12427",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12428",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12429",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12430",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12431",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12432",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12433",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12434",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12435",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12436",0,0,0,0,0,0,0,0,0,8,0
"Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Allolobophora__Allolobophora chlorotica L2__Seq_12437",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12438",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12439",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12440",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12441",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12442",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12443",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12444",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12445",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12446",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12447",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12448",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12449",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12450",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12451",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12452",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12453",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12454",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12455",0,0,0,0,0,0,0,0,0,8,0
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Seq_12456",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12457",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12458",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12459",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12460",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12461",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12462",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12463",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12464",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12465",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12466",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12467",0,0,0,0,0,0,0,0,0,8,0
"Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Seq_12468",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12469",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12470",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12471",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12472",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12473",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12474",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12475",0,0,0,0,0,0,0,0,0,8,0
"Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Limnodrilus__Limnodrilus hoffmeisteri__Seq_12476",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12477",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12478",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12479",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_12480",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12481",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12482",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12483",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12484",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12485",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12486",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12487",0,0,0,0,0,0,0,0,0,8,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12488",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12489",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12490",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12491",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12492",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12493",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12494",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12495",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12496",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12497",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12498",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12499",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12500",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12501",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12502",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12503",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12504",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12505",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12506",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12507",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12508",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12509",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12510",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12511",0,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12512",0,0,0,0,0,0,0,0,0,8,0
"Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Seq_12513",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12514",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12515",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12516",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12517",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12518",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12519",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12520",0,0,0,0,0,0,0,0,0,7,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12521",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12522",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12523",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12524",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12525",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12526",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12527",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12528",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12529",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12530",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12531",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12532",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12533",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12534",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12535",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12536",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12537",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12538",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12539",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12540",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12541",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12542",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12543",0,0,0,0,0,0,0,0,0,7,0
"Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Seq_12544",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12545",0,0,0,0,0,0,0,0,0,7,0
